Key_Id,Year,Match_Id,Match_Name,Team1,Team2,Result,Home_Team_Name,Away_Team_Name,Winner,Stage_Name,Group_Name,Group_Stage,Knockout_Stage,Replayed,Replay,Match_Date,Stadium_Id,Stadium_Name,City_Name,Country_Name,Home_Team_Id,Home_Team_Code,Away_Team_Id,Away_Team_Code,Score,Home_Team_Score,Away_Team_Score,Home_Team_Score_Margin,Away_Team_Score_Margin,Extra_Time,Penalty_Shootout,Score_Penalties,Home_Team_Score_Penalties,Away_Team_Score_Penalties,Home_Team_Win,Away_Team_Win,Draw,Unique_Teams
482,1994,M-1994-18,Mexico v Republic of Ireland,Mexico,Republic of Ireland,home team win,Mexico,Republic of Ireland,Mexico,group stage,Group E,1,0,0,0,6/24/1994,S-186,Citrus Bowl,Orlando,United States,T-44,MEX,T-58,IRL,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
483,1994,M-1994-19,Brazil v Cameroon,Brazil,Cameroon,home team win,Brazil,Cameroon,Brazil,group stage,Group B,1,0,0,0,6/24/1994,S-189,Stanford Stadium,Stanford,United States,T-09,BRA,T-11,CMR,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
484,1994,M-1994-20,Sweden v Russia,Sweden,Russia,home team win,Sweden,Russia,Sweden,group stage,Group B,1,0,0,0,6/24/1994,S-188,Pontiac Silverdome,Pontiac,United States,T-72,SWE,T-60,RUS,3–1,3,1,2,-2,0,0,0-0,0,0,1,0,0,NULL
485,1994,M-1994-21,Belgium v Netherlands,Belgium,Netherlands,home team win,Belgium,Netherlands,Belgium,group stage,Group F,1,0,0,0,6/25/1994,S-186,Citrus Bowl,Orlando,United States,T-06,BEL,T-46,NLD,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
486,1994,M-1994-22,Saudi Arabia v Morocco,Saudi Arabia,Morocco,home team win,Saudi Arabia,Morocco,Saudi Arabia,group stage,Group F,1,0,0,0,6/25/1994,S-184,Giants Stadium,East Rutherford,United States,T-61,SAU,T-45,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
487,1994,M-1994-23,Argentina v Nigeria,Argentina,Nigeria,home team win,Argentina,Nigeria,Argentina,group stage,Group D,1,0,0,0,6/25/1994,S-185,Foxboro Stadium,Foxborough,United States,T-03,ARG,T-48,NGA,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
488,1994,M-1994-24,Bulgaria v Greece,Bulgaria,Greece,home team win,Bulgaria,Greece,Bulgaria,group stage,Group D,1,0,0,0,6/26/1994,S-182,Soldier Field,Chicago,United States,T-10,BGR,T-31,GRC,4–0,4,0,4,-4,0,0,0-0,0,0,1,0,0,NULL
489,1994,M-1994-25,Switzerland v Colombia,Switzerland,Colombia,away team win,Switzerland,Colombia,Colombia,group stage,Group A,1,0,0,0,6/26/1994,S-189,Stanford Stadium,Stanford,United States,T-73,CHE,T-15,COL,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
490,1994,M-1994-26,United States v Romania,United States,Romania,away team win,United States,Romania,Romania,group stage,Group A,1,0,0,0,6/26/1994,S-187,Rose Bowl,Pasadena,United States,T-80,USA,T-59,ROU,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
491,1994,M-1994-27,Bolivia v Spain,Bolivia,Spain,away team win,Bolivia,Spain,Spain,group stage,Group C,1,0,0,0,6/27/1994,S-182,Soldier Field,Chicago,United States,T-07,BOL,T-71,ESP,1–3,1,3,-2,2,0,0,0-0,0,0,0,1,0,NULL
492,1994,M-1994-28,Germany v South Korea,Germany,South Korea,home team win,Germany,South Korea,Germany,group stage,Group C,1,0,0,0,6/27/1994,S-183,Cotton Bowl,Dallas,United States,T-29,DEU,T-69,KOR,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
493,1994,M-1994-29,Italy v Mexico,Italy,Mexico,draw,Italy,Mexico,Draw,group stage,Group E,1,0,0,0,6/28/1994,S-190,RFK Stadium,"Washington, D.C.",United States,T-39,ITA,T-44,MEX,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
494,1994,M-1994-30,Republic of Ireland v Norway,Republic of Ireland,Norway,draw,Republic of Ireland,Norway,Draw,group stage,Group E,1,0,0,0,6/28/1994,S-184,Giants Stadium,East Rutherford,United States,T-58,IRL,T-51,NOR,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
495,1994,M-1994-31,Russia v Cameroon,Russia,Cameroon,home team win,Russia,Cameroon,Russia,group stage,Group B,1,0,0,0,6/28/1994,S-189,Stanford Stadium,Stanford,United States,T-60,RUS,T-11,CMR,6–1,6,1,5,-5,0,0,0-0,0,0,1,0,0,NULL
496,1994,M-1994-32,Brazil v Sweden,Brazil,Sweden,draw,Brazil,Sweden,Draw,group stage,Group B,1,0,0,0,6/28/1994,S-188,Pontiac Silverdome,Pontiac,United States,T-09,BRA,T-72,SWE,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
497,1994,M-1994-33,Belgium v Saudi Arabia,Belgium,Saudi Arabia,away team win,Belgium,Saudi Arabia,Saudi Arabia,group stage,Group F,1,0,0,0,6/29/1994,S-190,RFK Stadium,"Washington, D.C.",United States,T-06,BEL,T-61,SAU,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
498,1994,M-1994-34,Morocco v Netherlands,Morocco,Netherlands,away team win,Morocco,Netherlands,Netherlands,group stage,Group F,1,0,0,0,6/29/1994,S-186,Citrus Bowl,Orlando,United States,T-45,MAR,T-46,NLD,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
499,1994,M-1994-35,Argentina v Bulgaria,Argentina,Bulgaria,away team win,Argentina,Bulgaria,Bulgaria,group stage,Group D,1,0,0,0,6/30/1994,S-183,Cotton Bowl,Dallas,United States,T-03,ARG,T-10,BGR,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
500,1994,M-1994-36,Greece v Nigeria,Greece,Nigeria,away team win,Greece,Nigeria,Nigeria,group stage,Group D,1,0,0,0,6/30/1994,S-185,Foxboro Stadium,Foxborough,United States,T-31,GRC,T-48,NGA,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
501,1994,M-1994-37,Germany v Belgium,Germany,Belgium,home team win,Germany,Belgium,Germany,round of 16,not applicable,0,1,0,0,07-02-1994,S-182,Soldier Field,Chicago,United States,T-29,DEU,T-06,BEL,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
502,1994,M-1994-38,Spain v Switzerland,Spain,Switzerland,home team win,Spain,Switzerland,Spain,round of 16,not applicable,0,1,0,0,07-02-1994,S-190,RFK Stadium,"Washington, D.C.",United States,T-71,ESP,T-73,CHE,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
503,1994,M-1994-39,Saudi Arabia v Sweden,Saudi Arabia,Sweden,away team win,Saudi Arabia,Sweden,Sweden,round of 16,not applicable,0,1,0,0,07-03-1994,S-183,Cotton Bowl,Dallas,United States,T-61,SAU,T-72,SWE,1–3,1,3,-2,2,0,0,0-0,0,0,0,1,0,NULL
504,1994,M-1994-40,Romania v Argentina,Romania,Argentina,home team win,Romania,Argentina,Romania,round of 16,not applicable,0,1,0,0,07-03-1994,S-187,Rose Bowl,Pasadena,United States,T-59,ROU,T-03,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
505,1994,M-1994-41,Netherlands v Republic of Ireland,Netherlands,Republic of Ireland,home team win,Netherlands,Republic of Ireland,Netherlands,round of 16,not applicable,0,1,0,0,07-04-1994,S-186,Citrus Bowl,Orlando,United States,T-46,NLD,T-58,IRL,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
506,1994,M-1994-42,Brazil v United States,Brazil,United States,home team win,Brazil,United States,Brazil,round of 16,not applicable,0,1,0,0,07-04-1994,S-189,Stanford Stadium,Stanford,United States,T-09,BRA,T-80,USA,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
507,1994,M-1994-43,Nigeria v Italy,Nigeria,Italy,away team win,Nigeria,Italy,Italy,round of 16,not applicable,0,1,0,0,07-05-1994,S-185,Foxboro Stadium,Foxborough,United States,T-48,NGA,T-39,ITA,1–2,1,2,-1,1,1,0,0-0,0,0,0,1,0,NULL
508,1994,M-1994-44,Mexico v Bulgaria,Mexico,Bulgaria,away team win,Mexico,Bulgaria,Bulgaria,round of 16,not applicable,0,1,0,0,07-05-1994,S-184,Giants Stadium,East Rutherford,United States,T-44,MEX,T-10,BGR,1–1,1,1,0,0,1,1,1–3,1,3,0,1,0,NULL
509,1994,M-1994-45,Italy v Spain,Italy,Spain,home team win,Italy,Spain,Italy,quarter-finals,not applicable,0,1,0,0,07-09-1994,S-185,Foxboro Stadium,Foxborough,United States,T-39,ITA,T-71,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
510,1994,M-1994-46,Netherlands v Brazil,Netherlands,Brazil,away team win,Netherlands,Brazil,Brazil,quarter-finals,not applicable,0,1,0,0,07-09-1994,S-183,Cotton Bowl,Dallas,United States,T-46,NLD,T-09,BRA,2–3,2,3,-1,1,0,0,0-0,0,0,0,1,0,NULL
511,1994,M-1994-47,Bulgaria v Germany,Bulgaria,Germany,home team win,Bulgaria,Germany,Bulgaria,quarter-finals,not applicable,0,1,0,0,07-10-1994,S-184,Giants Stadium,East Rutherford,United States,T-10,BGR,T-29,DEU,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
512,1994,M-1994-48,Romania v Sweden,Romania,Sweden,away team win,Romania,Sweden,Sweden,quarter-finals,not applicable,0,1,0,0,07-10-1994,S-189,Stanford Stadium,Stanford,United States,T-59,ROU,T-72,SWE,2–2,2,2,0,0,1,1,4–5,4,5,0,1,0,NULL
513,1994,M-1994-49,Bulgaria v Italy,Bulgaria,Italy,away team win,Bulgaria,Italy,Italy,semi-finals,not applicable,0,1,0,0,7/13/1994,S-184,Giants Stadium,East Rutherford,United States,T-10,BGR,T-39,ITA,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
514,1994,M-1994-50,Sweden v Brazil,Sweden,Brazil,away team win,Sweden,Brazil,Brazil,semi-finals,not applicable,0,1,0,0,7/13/1994,S-187,Rose Bowl,Pasadena,United States,T-72,SWE,T-09,BRA,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
515,1994,M-1994-51,Sweden v Bulgaria,Sweden,Bulgaria,home team win,Sweden,Bulgaria,Sweden,third-place match,not applicable,0,1,0,0,7/16/1994,S-187,Rose Bowl,Pasadena,United States,T-72,SWE,T-10,BGR,4–0,4,0,4,-4,0,0,0-0,0,0,1,0,0,NULL
516,1994,M-1994-52,Brazil v Italy,Brazil,Italy,home team win,Brazil,Italy,Brazil,final,not applicable,0,1,0,0,7/17/1994,S-187,Rose Bowl,Pasadena,United States,T-09,BRA,T-39,ITA,0–0,0,0,0,0,1,1,3–2,3,2,1,0,0,NULL
517,1998,M-1998-01,Brazil v Scotland,Brazil,Scotland,home team win,Brazil,Scotland,Brazil,group stage,Group A,1,0,0,0,06-10-1998,S-048,Stade de France,Saint-Denis,France,T-09,BRA,T-62,SCO,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
518,1998,M-1998-02,Morocco v Norway,Morocco,Norway,draw,Morocco,Norway,Draw,group stage,Group A,1,0,0,0,06-10-1998,S-043,Stade de la Mosson,Montpellier,France,T-45,MAR,T-51,NOR,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
519,1998,M-1998-03,Italy v Chile,Italy,Chile,draw,Italy,Chile,Draw,group stage,Group B,1,0,0,0,06-11-1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-39,ITA,T-13,CHL,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
520,1998,M-1998-04,Cameroon v Austria,Cameroon,Austria,draw,Cameroon,Austria,Draw,group stage,Group B,1,0,0,0,06-11-1998,S-051,Stade de Toulouse,Toulouse,France,T-11,CMR,T-05,AUT,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
521,1998,M-1998-05,Paraguay v Bulgaria,Paraguay,Bulgaria,draw,Paraguay,Bulgaria,Draw,group stage,Group D,1,0,0,0,06-12-1998,S-043,Stade de la Mosson,Montpellier,France,T-53,PRY,T-10,BGR,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
522,1998,M-1998-06,Saudi Arabia v Denmark,Saudi Arabia,Denmark,away team win,Saudi Arabia,Denmark,Denmark,group stage,Group C,1,0,0,0,06-12-1998,S-039,Stade Félix-Bollaert,Lens,France,T-61,SAU,T-21,DNK,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
523,1998,M-1998-07,France v South Africa,France,South Africa,home team win,France,South Africa,France,group stage,Group C,1,0,0,0,06-12-1998,S-042,Stade Vélodrome,Marseille,France,T-28,FRA,T-68,ZAF,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
524,1998,M-1998-08,Spain v Nigeria,Spain,Nigeria,away team win,Spain,Nigeria,Nigeria,group stage,Group D,1,0,0,0,6/13/1998,S-044,Stade de la Beaujoire,Nantes,France,T-71,ESP,T-48,NGA,2–3,2,3,-1,1,0,0,0-0,0,0,0,1,0,NULL
525,1998,M-1998-09,South Korea v Mexico,South Korea,Mexico,away team win,South Korea,Mexico,Mexico,group stage,Group E,1,0,0,0,6/13/1998,S-041,Stade de Gerland,Lyon,France,T-69,KOR,T-44,MEX,1–3,1,3,-2,2,0,0,0-0,0,0,0,1,0,NULL
526,1998,M-1998-10,Netherlands v Belgium,Netherlands,Belgium,draw,Netherlands,Belgium,Draw,group stage,Group E,1,0,0,0,6/13/1998,S-048,Stade de France,Saint-Denis,France,T-46,NLD,T-06,BEL,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
527,1998,M-1998-11,Argentina v Japan,Argentina,Japan,home team win,Argentina,Japan,Argentina,group stage,Group H,1,0,0,0,6/14/1998,S-051,Stade de Toulouse,Toulouse,France,T-03,ARG,T-42,JPN,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
528,1998,M-1998-12,Yugoslavia v Iran,Yugoslavia,Iran,home team win,Yugoslavia,Iran,Yugoslavia,group stage,Group F,1,0,0,0,6/14/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-84,YUG,T-36,IRN,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
529,1998,M-1998-13,Jamaica v Croatia,Jamaica,Croatia,away team win,Jamaica,Croatia,Croatia,group stage,Group H,1,0,0,0,6/14/1998,S-039,Stade Félix-Bollaert,Lens,France,T-41,JAM,T-17,HRV,1–3,1,3,-2,2,0,0,0-0,0,0,0,1,0,NULL
530,1998,M-1998-14,England v Tunisia,England,Tunisia,home team win,England,Tunisia,England,group stage,Group G,1,0,0,0,6/15/1998,S-042,Stade Vélodrome,Marseille,France,T-27,ENG,T-76,TUN,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
531,1998,M-1998-15,Romania v Colombia,Romania,Colombia,home team win,Romania,Colombia,Romania,group stage,Group G,1,0,0,0,6/15/1998,S-041,Stade de Gerland,Lyon,France,T-59,ROU,T-15,COL,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
532,1998,M-1998-16,Germany v United States,Germany,United States,home team win,Germany,United States,Germany,group stage,Group F,1,0,0,0,6/15/1998,S-045,Parc des Princes,Paris,France,T-29,DEU,T-80,USA,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
533,1998,M-1998-17,Scotland v Norway,Scotland,Norway,draw,Scotland,Norway,Draw,group stage,Group A,1,0,0,0,6/16/1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-62,SCO,T-51,NOR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
534,1998,M-1998-18,Brazil v Morocco,Brazil,Morocco,home team win,Brazil,Morocco,Brazil,group stage,Group A,1,0,0,0,6/16/1998,S-044,Stade de la Beaujoire,Nantes,France,T-09,BRA,T-45,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
535,1998,M-1998-19,Chile v Austria,Chile,Austria,draw,Chile,Austria,Draw,group stage,Group B,1,0,0,0,6/17/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-13,CHL,T-05,AUT,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
536,1998,M-1998-20,Italy v Cameroon,Italy,Cameroon,home team win,Italy,Cameroon,Italy,group stage,Group B,1,0,0,0,6/17/1998,S-043,Stade de la Mosson,Montpellier,France,T-39,ITA,T-11,CMR,3–0,3,0,3,-3,0,0,0-0,0,0,1,0,0,NULL
537,1998,M-1998-21,South Africa v Denmark,South Africa,Denmark,draw,South Africa,Denmark,Draw,group stage,Group C,1,0,0,0,6/18/1998,S-051,Stade de Toulouse,Toulouse,France,T-68,ZAF,T-21,DNK,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
538,1998,M-1998-22,France v Saudi Arabia,France,Saudi Arabia,home team win,France,Saudi Arabia,France,group stage,Group C,1,0,0,0,6/18/1998,S-048,Stade de France,Saint-Denis,France,T-28,FRA,T-61,SAU,4–0,4,0,4,-4,0,0,0-0,0,0,1,0,0,NULL
539,1998,M-1998-23,Nigeria v Bulgaria,Nigeria,Bulgaria,home team win,Nigeria,Bulgaria,Nigeria,group stage,Group D,1,0,0,0,6/19/1998,S-045,Parc des Princes,Paris,France,T-48,NGA,T-10,BGR,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
540,1998,M-1998-24,Spain v Paraguay,Spain,Paraguay,draw,Spain,Paraguay,Draw,group stage,Group D,1,0,0,0,6/19/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-71,ESP,T-53,PRY,0–0,0,0,0,0,0,0,0-0,0,0,0,0,1,NULL
541,1998,M-1998-25,Japan v Croatia,Japan,Croatia,away team win,Japan,Croatia,Croatia,group stage,Group H,1,0,0,0,6/20/1998,S-044,Stade de la Beaujoire,Nantes,France,T-42,JPN,T-17,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
542,1998,M-1998-26,Belgium v Mexico,Belgium,Mexico,draw,Belgium,Mexico,Draw,group stage,Group E,1,0,0,0,6/20/1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-06,BEL,T-44,MEX,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
543,1998,M-1998-27,Netherlands v South Korea,Netherlands,South Korea,home team win,Netherlands,South Korea,Netherlands,group stage,Group E,1,0,0,0,6/20/1998,S-042,Stade Vélodrome,Marseille,France,T-46,NLD,T-69,KOR,5–0,5,0,5,-5,0,0,0-0,0,0,1,0,0,NULL
544,1998,M-1998-28,Germany v Yugoslavia,Germany,Yugoslavia,draw,Germany,Yugoslavia,Draw,group stage,Group F,1,0,0,0,6/21/1998,S-039,Stade Félix-Bollaert,Lens,France,T-29,DEU,T-84,YUG,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
545,1998,M-1998-29,Argentina v Jamaica,Argentina,Jamaica,home team win,Argentina,Jamaica,Argentina,group stage,Group H,1,0,0,0,6/21/1998,S-045,Parc des Princes,Paris,France,T-03,ARG,T-41,JAM,5–0,5,0,5,-5,0,0,0-0,0,0,1,0,0,NULL
546,1998,M-1998-30,United States v Iran,United States,Iran,away team win,United States,Iran,Iran,group stage,Group F,1,0,0,0,6/21/1998,S-041,Stade de Gerland,Lyon,France,T-80,USA,T-36,IRN,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
547,1998,M-1998-31,Colombia v Tunisia,Colombia,Tunisia,home team win,Colombia,Tunisia,Colombia,group stage,Group G,1,0,0,0,6/22/1998,S-043,Stade de la Mosson,Montpellier,France,T-15,COL,T-76,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
548,1998,M-1998-32,Romania v England,Romania,England,home team win,Romania,England,Romania,group stage,Group G,1,0,0,0,6/22/1998,S-051,Stade de Toulouse,Toulouse,France,T-59,ROU,T-27,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
549,1998,M-1998-33,Chile v Cameroon,Chile,Cameroon,draw,Chile,Cameroon,Draw,group stage,Group B,1,0,0,0,6/23/1998,S-044,Stade de la Beaujoire,Nantes,France,T-13,CHL,T-11,CMR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
550,1998,M-1998-34,Italy v Austria,Italy,Austria,home team win,Italy,Austria,Italy,group stage,Group B,1,0,0,0,6/23/1998,S-048,Stade de France,Saint-Denis,France,T-39,ITA,T-05,AUT,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
551,1998,M-1998-35,Brazil v Norway,Brazil,Norway,away team win,Brazil,Norway,Norway,group stage,Group A,1,0,0,0,6/23/1998,S-042,Stade Vélodrome,Marseille,France,T-09,BRA,T-51,NOR,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
552,1998,M-1998-36,Scotland v Morocco,Scotland,Morocco,away team win,Scotland,Morocco,Morocco,group stage,Group A,1,0,0,0,6/23/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-62,SCO,T-45,MAR,0–3,0,3,-3,3,0,0,0-0,0,0,0,1,0,NULL
553,1998,M-1998-37,France v Denmark,France,Denmark,home team win,France,Denmark,France,group stage,Group C,1,0,0,0,6/24/1998,S-041,Stade de Gerland,Lyon,France,T-28,FRA,T-21,DNK,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
554,1998,M-1998-38,South Africa v Saudi Arabia,South Africa,Saudi Arabia,draw,South Africa,Saudi Arabia,Draw,group stage,Group C,1,0,0,0,6/24/1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-68,ZAF,T-61,SAU,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
555,1998,M-1998-39,Nigeria v Paraguay,Nigeria,Paraguay,away team win,Nigeria,Paraguay,Paraguay,group stage,Group D,1,0,0,0,6/24/1998,S-051,Stade de Toulouse,Toulouse,France,T-48,NGA,T-53,PRY,1–3,1,3,-2,2,0,0,0-0,0,0,0,1,0,NULL
556,1998,M-1998-40,Spain v Bulgaria,Spain,Bulgaria,home team win,Spain,Bulgaria,Spain,group stage,Group D,1,0,0,0,6/24/1998,S-039,Stade Félix-Bollaert,Lens,France,T-71,ESP,T-10,BGR,6–1,6,1,5,-5,0,0,0-0,0,0,1,0,0,NULL
557,1998,M-1998-41,Belgium v South Korea,Belgium,South Korea,draw,Belgium,South Korea,Draw,group stage,Group E,1,0,0,0,6/25/1998,S-045,Parc des Princes,Paris,France,T-06,BEL,T-69,KOR,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
558,1998,M-1998-42,Netherlands v Mexico,Netherlands,Mexico,draw,Netherlands,Mexico,Draw,group stage,Group E,1,0,0,0,6/25/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-46,NLD,T-44,MEX,2–2,2,2,0,0,0,0,0-0,0,0,0,0,1,NULL
559,1998,M-1998-43,Germany v Iran,Germany,Iran,home team win,Germany,Iran,Germany,group stage,Group F,1,0,0,0,6/25/1998,S-043,Stade de la Mosson,Montpellier,France,T-29,DEU,T-36,IRN,2–0,2,0,2,-2,0,0,0-0,0,0,1,0,0,NULL
560,1998,M-1998-44,United States v Yugoslavia,United States,Yugoslavia,away team win,United States,Yugoslavia,Yugoslavia,group stage,Group F,1,0,0,0,6/25/1998,S-044,Stade de la Beaujoire,Nantes,France,T-80,USA,T-84,YUG,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
561,1998,M-1998-45,Argentina v Croatia,Argentina,Croatia,home team win,Argentina,Croatia,Argentina,group stage,Group H,1,0,0,0,6/26/1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-03,ARG,T-17,HRV,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
562,1998,M-1998-46,Japan v Jamaica,Japan,Jamaica,away team win,Japan,Jamaica,Jamaica,group stage,Group H,1,0,0,0,6/26/1998,S-041,Stade de Gerland,Lyon,France,T-42,JPN,T-41,JAM,1–2,1,2,-1,1,0,0,0-0,0,0,0,1,0,NULL
563,1998,M-1998-47,Colombia v England,Colombia,England,away team win,Colombia,England,England,group stage,Group G,1,0,0,0,6/26/1998,S-039,Stade Félix-Bollaert,Lens,France,T-15,COL,T-27,ENG,0–2,0,2,-2,2,0,0,0-0,0,0,0,1,0,NULL
564,1998,M-1998-48,Romania v Tunisia,Romania,Tunisia,draw,Romania,Tunisia,Draw,group stage,Group G,1,0,0,0,6/26/1998,S-048,Stade de France,Saint-Denis,France,T-59,ROU,T-76,TUN,1–1,1,1,0,0,0,0,0-0,0,0,0,0,1,NULL
565,1998,M-1998-49,Italy v Norway,Italy,Norway,home team win,Italy,Norway,Italy,round of 16,not applicable,0,1,0,0,6/27/1998,S-042,Stade Vélodrome,Marseille,France,T-39,ITA,T-51,NOR,1–0,1,0,1,-1,0,0,0-0,0,0,1,0,0,NULL
566,1998,M-1998-50,Brazil v Chile,Brazil,Chile,home team win,Brazil,Chile,Brazil,round of 16,not applicable,0,1,0,0,6/27/1998,S-045,Parc des Princes,Paris,France,T-09,BRA,T-13,CHL,4–1,4,1,3,-3,0,0,0-0,0,0,1,0,0,NULL
567,1998,M-1998-51,France v Paraguay,France,Paraguay,home team win,France,Paraguay,France,round of 16,not applicable,0,1,0,0,6/28/1998,S-039,Stade Félix-Bollaert,Lens,France,T-28,FRA,T-53,PRY,1–0,1,0,1,-1,1,0,0-0,0,0,1,0,0,NULL
568,1998,M-1998-52,Nigeria v Denmark,Nigeria,Denmark,away team win,Nigeria,Denmark,Denmark,round of 16,not applicable,0,1,0,0,6/28/1998,S-048,Stade de France,Saint-Denis,France,T-48,NGA,T-21,DNK,1–4,1,4,-3,3,0,0,0-0,0,0,0,1,0,NULL
569,1998,M-1998-53,Germany v Mexico,Germany,Mexico,home team win,Germany,Mexico,Germany,round of 16,not applicable,0,1,0,0,6/29/1998,S-043,Stade de la Mosson,Montpellier,France,T-29,DEU,T-44,MEX,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
570,1998,M-1998-54,Netherlands v Yugoslavia,Netherlands,Yugoslavia,home team win,Netherlands,Yugoslavia,Netherlands,round of 16,not applicable,0,1,0,0,6/29/1998,S-051,Stade de Toulouse,Toulouse,France,T-46,NLD,T-84,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,1,0,0,NULL
571,1998,M-1998-55,Romania v Croatia,Romania,Croatia,away team win,Romania,Croatia,Croatia,round of 16,not applicable,0,1,0,0,6/30/1998,S-037,Stade du Parc Lescure,Bordeaux,France,T-59,ROU,T-17,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,0,1,0,NULL
572,1998,M-1998-56,Argentina v England,Argentina,England,home team win,Argentina,England,Argentina,round of 16,not applicable,0,1,0,0,6/30/1998,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-03,ARG,T-27,ENG,2–2,2,2,0,0,1,1,4–3,4,3,1,0,0,NULL
573,1998,M-1998-57,Italy v France,Italy,France,away team win,Italy,France,France,quarter-finals,not applicable,0,1,0,0,07-03-1998,S-048,Stade de France,Saint-Denis,France,T-39,ITA,T-28,FRA,0–0,0,0,0,0,1,1,3–4,3,4,0,1,0,NULL
574,1998,M-1998-58,Brazil v Denmark,Brazil,Denmark,home team win,Brazil,Denmark,Brazil,quarter-finals,not applicable,0,1,0,0,07-03-1998,S-044,Stade de la Beaujoire,Nantes,France,T-09,BRA,T-21,DNK,3–2,3,2,1,-1,0,0,0-0,0,0,1,0,0,NULL
